X,Y,Terrain,Feature,Resource,ResourceType,Improvement,Owner,CityOwner,District,Building,Appeal,Continent,Rivers,CliffSide,GoodyHut
0,26,TERRAIN_COAST,,,default,,,,,,0,,,False,False
0,27,TERRAIN_COAST,,RESOURCE_OIL,Strategic,,,,,,0,,,False,False
0,28,TERRAIN_COAST,,,default,,,,,,0,,,False,False
0,29,TERRAIN_COAST,,,default,,,,,,0,,,False,False
0,30,TERRAIN_COAST,,RESOURCE_OIL,Strategic,,,,,,0,,,False,False
0,31,TERRAIN_COAST,,,default,,,,,,0,,,False,False
0,32,TERRAIN_COAST,,RESOURCE_CRABS,Bonus,,,,,,0,,,False,False
0,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
0,34,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
0,35,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
0,36,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
0,37,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
1,0,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
1,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
1,2,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
1,3,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
1,4,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
1,5,TERRAIN_COAST,,RESOURCE_CRABS,Bonus,,,,,,0,,,False,False
1,6,TERRAIN_COAST,,,default,,,,,,0,,,False,False
1,7,TERRAIN_COAST,,RESOURCE_FISH,Bonus,,,,,,0,,,False,False
1,8,TERRAIN_COAST,,,default,,,,,,0,,,False,False
1,9,TERRAIN_COAST,,,default,,,,,,0,,,False,False
1,10,TERRAIN_COAST,,RESOURCE_CRABS,Bonus,,,,,,0,,,False,False
1,11,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,12,TERRAIN_COAST,,RESOURCE_WHALES,Luxury,,,,,,0,,,False,False
1,13,TERRAIN_COAST,,,default,,,,,,0,,,False,False
1,14,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,15,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,16,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,17,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,18,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,19,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,20,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,21,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,22,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,23,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,24,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,25,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,26,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,27,TERRAIN_COAST,,,default,,,,,,0,,,False,False
1,28,TERRAIN_COAST,,,default,,,,,,0,,,False,False
1,29,TERRAIN_COAST,,RESOURCE_FISH,Bonus,,,,,,0,,,False,False
1,30,TERRAIN_COAST,,,default,,,,,,0,,,False,False
1,31,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,32,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,34,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
1,35,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
1,36,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
1,37,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
2,0,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
2,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
2,2,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
2,3,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,4,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
2,5,TERRAIN_COAST,,,default,,,,,,0,,,False,False
2,6,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,7,TERRAIN_COAST,,,default,,,,,,0,,,False,False
2,8,TERRAIN_COAST,,,default,,,,,,0,,,False,False
2,9,TERRAIN_COAST,,RESOURCE_WHALES,Luxury,,,,,,0,,,False,False
2,10,TERRAIN_COAST,,,default,,,,,,0,,,False,False
2,11,TERRAIN_COAST,,RESOURCE_FISH,Bonus,,,,,,0,,,False,False
2,12,TERRAIN_COAST,,,default,,,,,,0,,,False,False
2,13,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,14,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,15,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,16,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,17,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,18,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,19,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,20,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,21,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,22,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,23,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,24,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,25,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,26,TERRAIN_COAST,,,default,,,,,,0,,,False,False
2,27,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,28,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,29,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,30,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,31,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,32,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
2,34,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
2,35,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
2,36,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
2,37,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
3,0,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
3,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
3,2,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,3,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,4,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
3,5,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,6,TERRAIN_COAST,,RESOURCE_FISH,Bonus,,,,,,0,,,False,False
3,7,TERRAIN_TUNDRA_HILLS,,,default,IMPROVEMENT_GOODY_HUT,,,,,3,CONTINENT_VAALBARA,,False,False
3,8,TERRAIN_GRASS,,,default,,,,,,3,CONTINENT_VAALBARA,,False,False
3,9,TERRAIN_GRASS,,,default,,,,,,2,CONTINENT_VAALBARA,,False,False
3,10,TERRAIN_GRASS_HILLS,,,default,,,,,,4,CONTINENT_VAALBARA,,False,False
3,11,TERRAIN_COAST,,,default,,,,,,0,,,False,False
3,12,TERRAIN_COAST,,,default,,,,,,0,,,False,False
3,13,TERRAIN_COAST,,,default,,,,,,0,,,False,False
3,14,TERRAIN_COAST,,,default,,,,,,0,,,False,False
3,15,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,16,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,17,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,18,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,19,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,20,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,21,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,22,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,23,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,24,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,25,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,26,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,27,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,28,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,29,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,30,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,31,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,32,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,34,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,35,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
3,36,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
3,37,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
4,0,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
4,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
4,2,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,3,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
4,4,TERRAIN_COAST,FEATURE_ICE,,default,,,,,,0,,,False,False
4,5,TERRAIN_COAST,,,default,,,,,,0,,,False,False
4,6,TERRAIN_COAST,,,default,,,,,,0,,,False,False
4,7,TERRAIN_TUNDRA,,,default,,,,,,2,CONTINENT_VAALBARA,,False,False
4,8,TERRAIN_GRASS,,RESOURCE_MAIZE,Bonus,,,,,,1,CONTINENT_VAALBARA,,False,False
4,9,TERRAIN_GRASS,FEATURE_FOREST,,default,,,,,,0,CONTINENT_VAALBARA,,False,False
4,10,TERRAIN_GRASS,,RESOURCE_MAIZE,Bonus,,,,,,3,CONTINENT_VAALBARA,0,False,False
4,11,TERRAIN_GRASS_HILLS,,,default,IMPROVEMENT_GOODY_HUT,,,,,3,CONTINENT_VAALBARA,2|3,False,False
4,12,TERRAIN_GRASS_HILLS,FEATURE_FOREST,RESOURCE_DEER,Bonus,,,,,,4,CONTINENT_VAALBARA,,False,False
4,13,TERRAIN_COAST,,,default,,,,,,0,,,False,False
4,14,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,15,TERRAIN_COAST,,RESOURCE_PEARLS,Luxury,,,,,,0,,,False,False
4,16,TERRAIN_COAST,,,default,,,,,,0,,,False,False
4,17,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,18,TERRAIN_COAST,,,default,,,,,,0,,,False,False
4,19,TERRAIN_COAST,,,default,,,,,,0,,,False,False
4,20,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,21,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,22,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,23,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,24,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,25,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,26,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,27,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,28,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,29,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,30,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,31,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,32,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,34,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,35,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
4,36,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
4,37,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
5,0,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
5,2,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
5,3,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
5,4,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
5,5,TERRAIN_COAST,,RESOURCE_FISH,Bonus,,,,,,0,,,False,False
5,6,TERRAIN_COAST,,,default,,,,,,0,,,False,False
5,7,TERRAIN_TUNDRA,,RESOURCE_FURS,Luxury,,,,,,1,CONTINENT_VAALBARA,,False,False
5,8,TERRAIN_GRASS,,,default,,,,,,1,CONTINENT_VAALBARA,,False,False
5,9,TERRAIN_GRASS,,RESOURCE_STONE,Bonus,,,,,,2,CONTINENT_VAALBARA,,False,False
5,10,TERRAIN_GRASS_HILLS,,,default,,,,,,3,CONTINENT_VAALBARA,0|5,False,False
5,11,TERRAIN_GRASS_HILLS,,,default,,,,,,1,CONTINENT_VAALBARA,2|3,False,False
5,12,TERRAIN_GRASS_HILLS,,,default,,,,,,0,CONTINENT_VAALBARA,,False,False
5,13,TERRAIN_PLAINS,FEATURE_JUNGLE,,default,,,,,,-1,CONTINENT_VAALBARA,,False,False
5,14,TERRAIN_COAST,,,default,,,,,,0,,,False,False
5,15,TERRAIN_COAST,,,default,,,,,,0,,,False,False
5,16,TERRAIN_COAST,,,default,,,,,,0,,,False,False
5,17,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,18,TERRAIN_COAST,,RESOURCE_OIL,Strategic,,,,,,0,,,False,False
5,19,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,20,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,21,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,22,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,23,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,24,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,25,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,26,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,27,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,28,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,29,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,30,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,31,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,32,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,34,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
5,35,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
5,36,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
5,37,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,0,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
6,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
6,2,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
6,3,TERRAIN_COAST,FEATURE_ICE,,default,,,,,,0,,,False,False
6,4,TERRAIN_COAST,,,default,,,,,,0,,,False,False
6,5,TERRAIN_COAST,,,default,,,,,,0,,,False,False
6,6,TERRAIN_TUNDRA,FEATURE_FOREST,,default,,,,,,2,CONTINENT_VAALBARA,,False,False
6,7,TERRAIN_GRASS,FEATURE_MARSH,,default,,,,,,3,CONTINENT_VAALBARA,,False,False
6,8,TERRAIN_GRASS_HILLS,,,default,,,,,,0,CONTINENT_VAALBARA,,False,False
6,9,TERRAIN_GRASS_HILLS,,,default,,,,,,2,CONTINENT_VAALBARA,0,False,False
6,10,TERRAIN_GRASS,FEATURE_FOREST,,default,,,,,,0,CONTINENT_VAALBARA,0|1|5,False,False
6,11,TERRAIN_GRASS,,,default,,,,,,0,CONTINENT_VAALBARA,3,False,False
6,12,TERRAIN_GRASS,FEATURE_MARSH,RESOURCE_SUGAR,Luxury,,,,,,-2,CONTINENT_VAALBARA,,False,False
6,13,TERRAIN_PLAINS_HILLS,FEATURE_JUNGLE,,default,,,,,,-3,CONTINENT_VAALBARA,,False,False
6,14,TERRAIN_PLAINS,FEATURE_JUNGLE,RESOURCE_BANANAS,Bonus,,,,,,1,CONTINENT_VAALBARA,,False,False
6,15,TERRAIN_COAST,,,default,,,,,,0,,,False,False
6,16,TERRAIN_COAST,,RESOURCE_CRABS,Bonus,,,,,,0,,,False,False
6,17,TERRAIN_COAST,,,default,,,,,,0,,,False,False
6,18,TERRAIN_COAST,,,default,,,,,,0,,,False,False
6,19,TERRAIN_COAST,,,default,,,,,,0,,,False,False
6,20,TERRAIN_COAST,,,default,,,,,,0,,,False,False
6,21,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,22,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,23,TERRAIN_COAST,,,default,,,,,,0,,,False,False
6,24,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,25,TERRAIN_COAST,,RESOURCE_FISH,Bonus,,,,,,0,,,False,False
6,26,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,27,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,28,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,29,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,30,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,31,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,32,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,34,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
6,35,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
6,36,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
6,37,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
7,0,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
7,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
7,2,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
7,3,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,4,TERRAIN_COAST,,,default,,,,,,0,,,False,False
7,5,TERRAIN_TUNDRA,,RESOURCE_DEER,Bonus,,,,,,3,CONTINENT_VAALBARA,,False,False
7,6,TERRAIN_TUNDRA,,,default,,,,,,2,CONTINENT_VAALBARA,,False,False
7,7,TERRAIN_GRASS,FEATURE_FOREST,RESOURCE_FURS,Luxury,,,,,,0,CONTINENT_VAALBARA,,False,False
7,8,TERRAIN_GRASS,FEATURE_FOREST,,default,IMPROVEMENT_GOODY_HUT,,,,,0,CONTINENT_VAALBARA,,False,False
7,9,TERRAIN_GRASS,,,default,,,,,,-1,CONTINENT_VAALBARA,0|1|5,False,False
7,10,TERRAIN_DESERT,FEATURE_FLOODPLAINS,RESOURCE_SUGAR,Luxury,,,,,,1,CONTINENT_VAALBARA,2|3|4,False,False
7,11,TERRAIN_DESERT,,,default,,,,,,-2,CONTINENT_VAALBARA,,False,False
7,12,TERRAIN_DESERT,,,default,,,,,,-2,CONTINENT_VAALBARA,,False,False
7,13,TERRAIN_DESERT,,,default,,,,,,0,CONTINENT_VAALBARA,,False,False
7,14,TERRAIN_DESERT,,,default,,,,,,0,CONTINENT_VAALBARA,,False,False
7,15,TERRAIN_DESERT,,,default,,,,,,3,CONTINENT_VAALBARA,,False,False
7,16,TERRAIN_DESERT,,,default,,,,,,4,CONTINENT_VAALBARA,,False,False
7,17,TERRAIN_COAST,,,default,,,,,,0,,,False,False
7,18,TERRAIN_COAST,,RESOURCE_OIL,Strategic,,,,,,0,,,False,False
7,19,TERRAIN_COAST,,,default,,,,,,0,,,False,False
7,20,TERRAIN_COAST,,RESOURCE_OIL,Strategic,,,,,,0,,,False,False
7,21,TERRAIN_COAST,,,default,,,,,,0,,,False,False
7,22,TERRAIN_COAST,,RESOURCE_PEARLS,Luxury,,,,,,0,,,False,False
7,23,TERRAIN_COAST,,,default,,,,,,0,,,False,False
7,24,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,25,TERRAIN_COAST,,,default,,,,,,0,,,False,False
7,26,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,27,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,28,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,29,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,30,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,31,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,32,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,34,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,35,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
7,36,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
7,37,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
8,0,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
8,2,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,3,TERRAIN_COAST,FEATURE_ICE,,default,,,,,,0,,,False,False
8,4,TERRAIN_COAST,,,default,,,,,,0,,,False,False
8,5,TERRAIN_TUNDRA,,,default,,,,,,2,CONTINENT_VAALBARA,,False,False
8,6,TERRAIN_TUNDRA_HILLS,,,default,,,,,,1,CONTINENT_VAALBARA,,False,False
8,7,TERRAIN_GRASS_HILLS,,,default,,,,,,1,CONTINENT_VAALBARA,,False,False
8,8,TERRAIN_GRASS,,,default,,,,,,2,CONTINENT_VAALBARA,0,False,False
8,9,TERRAIN_DESERT,FEATURE_FLOODPLAINS,,default,,,,,,1,CONTINENT_VAALBARA,2|3|4,False,False
8,10,TERRAIN_DESERT,FEATURE_FLOODPLAINS,,default,,,,,,-1,CONTINENT_VAALBARA,3,False,False
8,11,TERRAIN_DESERT,,,default,,,,,,0,CONTINENT_VAALBARA,,False,False
8,12,TERRAIN_DESERT,,,default,,,,,,0,CONTINENT_VAALBARA,,False,False
8,13,TERRAIN_DESERT,,RESOURCE_ALUMINUM,Strategic,,,,,,2,CONTINENT_VAALBARA,,False,False
8,14,TERRAIN_COAST,,,default,,,,,,0,CONTINENT_VAALBARA,,False,False
8,15,TERRAIN_COAST,,RESOURCE_PEARLS,Luxury,,,,,,0,CONTINENT_VAALBARA,,False,False
8,16,TERRAIN_DESERT,,,default,,,,,,3,CONTINENT_VAALBARA,,False,False
8,17,TERRAIN_GRASS_HILLS,,RESOURCE_STONE,Bonus,,,,,,4,CONTINENT_VAALBARA,,False,False
8,18,TERRAIN_COAST,,,default,,,,,,0,,,False,False
8,19,TERRAIN_GRASS_HILLS,,,default,,,,,,3,CONTINENT_VAALBARA,,False,False
8,20,TERRAIN_COAST,,,default,,,,,,0,,,False,False
8,21,TERRAIN_COAST,,,default,,,,,,0,,,False,False
8,22,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,23,TERRAIN_COAST,,,default,,,,,,0,,,False,False
8,24,TERRAIN_COAST,,RESOURCE_OIL,Strategic,,,,,,0,,,False,False
8,25,TERRAIN_COAST,,,default,,,,,,0,,,False,False
8,26,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,27,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,28,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,29,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,30,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,31,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,32,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,33,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,34,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
8,35,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
8,36,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
8,37,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
9,0,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
9,1,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
9,2,TERRAIN_OCEAN,FEATURE_ICE,,default,,,,,,0,,,False,False
9,3,TERRAIN_OCEAN,,,default,,,,,,0,,,False,False
9,4,TERRAIN_COAST,,,default,,,,,,0,,,False,False
9,5,TERRAIN_TUNDRA_HILLS,,RESOURCE_IRON,Strategic,,,,,,4,CONTINENT_VAALBARA,,False,False
9,6,TERRAIN_TUNDRA_HILLS,,,default,,,,,,1,CONTINENT_VAALBARA,,False,False
9,7,TERRAIN_GRASS,,,default,,,,,,1,CONTINENT_VAALBARA,,False,False
9,8,TERRAIN_GRASS,,RESOURCE_CATTLE,Bonus,,,,,,1,CONTINENT_VAALBARA,0|5,False,False
